seqnames	start	end	width	strand	source	type	score	phase	gene_id	gene_type	gene_name	level	hgnc_id	havana_gene	transcript_id	transcript_type	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	ont	protein_id	ccdsid
chr10	21492658	21497260	4603	-	HAVANA	gene	NA	NA	ENSG00000204682.8	lncRNA	MIR1915HG	2	HGNC:31448	OTTHUMG00000017795.3	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	21513475	21526368	12894	-	HAVANA	gene	NA	NA	ENSG00000180592.17	protein_coding	SKIDA1	2	HGNC:32697	OTTHUMG00000017797.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	21524646	21743630	218985	+	HAVANA	gene	NA	NA	ENSG00000078403.17	protein_coding	MLLT10	2	HGNC:16063	OTTHUMG00000017799.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	21756548	22003769	247222	-	HAVANA	gene	NA	NA	ENSG00000136770.11	protein_coding	DNAJC1	2	HGNC:20090	OTTHUMG00000017800.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	22316386	22320306	3921	+	HAVANA	gene	NA	NA	ENSG00000148444.16	protein_coding	COMMD3	2	HGNC:23332	OTTHUMG00000017806.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	22321099	22331484	10386	+	HAVANA	gene	NA	NA	ENSG00000168283.14	protein_coding	BMI1	2	HGNC:1066	OTTHUMG00000017807.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	22534854	22714578	179725	-	HAVANA	gene	NA	NA	ENSG00000150867.14	protein_coding	PIP4K2A	2	HGNC:8997	OTTHUMG00000017810.5	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	22928024	23038523	110500	+	HAVANA	gene	NA	NA	ENSG00000165309.14	protein_coding	ARMC3	2	HGNC:30964	OTTHUMG00000017811.5	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	23095579	23122013	26435	+	HAVANA	gene	NA	NA	ENSG00000148450.13	protein_coding	MSRB2	2	HGNC:17061	OTTHUMG00000017812.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	23439075	23442377	3303	+	HAVANA	gene	NA	NA	ENSG00000165312.7	protein_coding	OTUD1	2	HGNC:27346	OTTHUMG00000017819.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	23694746	24547848	853103	+	HAVANA	gene	NA	NA	ENSG00000120549.18	protein_coding	KIAA1217	1	HGNC:25428	OTTHUMG00000017824.8	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	24583609	24723887	140279	-	HAVANA	gene	NA	NA	ENSG00000107863.19	protein_coding	ARHGAP21	1	HGNC:23725	OTTHUMG00000017825.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	24848614	24952606	103993	-	HAVANA	gene	NA	NA	ENSG00000099256.19	protein_coding	PRTFDC1	2	HGNC:23333	OTTHUMG00000017829.3	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	24981979	25062279	80301	-	HAVANA	gene	NA	NA	ENSG00000151023.17	protein_coding	ENKUR	2	HGNC:28388	OTTHUMG00000017827.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	25016612	25026664	10053	+	HAVANA	gene	NA	NA	ENSG00000185875.13	protein_coding	THNSL1	2	HGNC:26160	OTTHUMG00000017828.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	25174802	25602229	427428	+	HAVANA	gene	NA	NA	ENSG00000151025.11	protein_coding	GPR158	2	HGNC:23689	OTTHUMG00000017832.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	25651712	25732935	81224	+	HAVANA	gene	NA	NA	ENSG00000280809.4	lncRNA	LINC00836	2	HGNC:44915	OTTHUMG00000189579.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	26216665	26304558	87894	+	HAVANA	gene	NA	NA	ENSG00000136750.13	protein_coding	GAD2	2	HGNC:4093	OTTHUMG00000017836.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	26438341	26567803	129463	+	HAVANA	gene	NA	NA	ENSG00000077420.16	protein_coding	APBB1IP	2	HGNC:17379	OTTHUMG00000017841.5	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	26697701	26746798	49098	+	HAVANA	gene	NA	NA	ENSG00000148459.16	protein_coding	PDSS1	2	HGNC:17759	OTTHUMG00000017844.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	26746593	26861087	114495	-	HAVANA	gene	NA	NA	ENSG00000136754.18	protein_coding	ABI1	2	HGNC:11320	OTTHUMG00000017848.3	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	26931206	26944418	13213	-	HAVANA	gene	NA	NA	ENSG00000283709.1	transcribed_unprocessed_pseudogene	FAM238C	2	HGNC:24672	OTTHUMG00000017849.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	26973793	27100494	126702	-	HAVANA	gene	NA	NA	ENSG00000107890.17	protein_coding	ANKRD26	1	HGNC:29186	OTTHUMG00000017851.1	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	27110111	27155266	45156	-	HAVANA	gene	NA	NA	ENSG00000136758.19	protein_coding	YME1L1	1	HGNC:12843	OTTHUMG00000017853.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	27154824	27187953	33130	+	HAVANA	gene	NA	NA	ENSG00000120539.15	protein_coding	MASTL	2	HGNC:19042	OTTHUMG00000017855.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	27168135	27243046	74912	-	HAVANA	gene	NA	NA	ENSG00000107897.20	protein_coding	ACBD5	2	HGNC:23338	OTTHUMG00000017854.6	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	27246350	27259455	13106	-	HAVANA	gene	NA	NA	ENSG00000230445.4	transcribed_processed_pseudogene	LRRC37A6P	1	HGNC:33746	OTTHUMG00000017852.2	NA	NA	NA	NA	pseudo_consens	NA	NA	NA	NA	NA	NA
chr10	27504174	27543207	39034	+	HAVANA	gene	NA	NA	ENSG00000099246.18	protein_coding	RAB18	2	HGNC:14244	OTTHUMG00000017861.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	27672874	27746060	73187	-	HAVANA	gene	NA	NA	ENSG00000150051.14	protein_coding	MKX	2	HGNC:23729	OTTHUMG00000017862.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	28050993	28334486	283494	-	HAVANA	gene	NA	NA	ENSG00000150054.19	protein_coding	MPP7	2	HGNC:26542	OTTHUMG00000017868.4	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	28522652	28533066	10415	-	HAVANA	gene	NA	NA	ENSG00000254635.6	lncRNA	WAC-AS1	1	HGNC:27347	OTTHUMG00000166235.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	28532493	28623112	90620	+	HAVANA	gene	NA	NA	ENSG00000095787.24	protein_coding	WAC	1	HGNC:17327	OTTHUMG00000017872.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	28677510	28682932	5423	+	HAVANA	gene	NA	NA	ENSG00000095739.11	protein_coding	BAMBI	2	HGNC:30251	OTTHUMG00000017874.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	29409402	29487745	78344	+	HAVANA	gene	NA	NA	ENSG00000224597.10	transcribed_unprocessed_pseudogene	SVIL-AS1	2	HGNC:51219	OTTHUMG00000017881.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	29457338	29736959	279622	-	HAVANA	gene	NA	NA	ENSG00000197321.15	protein_coding	SVIL	2	HGNC:11480	OTTHUMG00000017882.10	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	30012803	30115494	102692	-	HAVANA	gene	NA	NA	ENSG00000165757.9	protein_coding	JCAD	2	HGNC:29283	OTTHUMG00000017885.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	30302826	30306066	3241	-	HAVANA	gene	NA	NA	ENSG00000259994.1	lncRNA	RP11-305E6.4	2	NA	OTTHUMG00000176157.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	30309801	30374448	64648	-	HAVANA	gene	NA	NA	ENSG00000107951.15	protein_coding	MTPAP	2	HGNC:25532	OTTHUMG00000017895.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	30434021	30461833	27813	+	HAVANA	gene	NA	NA	ENSG00000107968.10	protein_coding	MAP3K8	2	HGNC:6860	OTTHUMG00000017889.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	30820207	31031937	211731	-	HAVANA	gene	NA	NA	ENSG00000183621.15	protein_coding	ZNF438	2	HGNC:21029	OTTHUMG00000017904.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	31206278	31320447	114170	-	HAVANA	gene	NA	NA	ENSG00000237036.5	lncRNA	ZEB1-AS1	2	HGNC:42354	OTTHUMG00000017905.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	31318495	31529814	211320	+	HAVANA	gene	NA	NA	ENSG00000148516.23	protein_coding	ZEB1	1	HGNC:11642	OTTHUMG00000017907.5	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	31805398	31928876	123479	-	HAVANA	gene	NA	NA	ENSG00000165322.18	protein_coding	ARHGAP12	2	HGNC:16348	OTTHUMG00000017911.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	32009015	32056425	47411	-	HAVANA	gene	NA	NA	ENSG00000170759.11	protein_coding	KIF5B	2	HGNC:6324	OTTHUMG00000017913.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	32267751	32378798	111048	-	HAVANA	gene	NA	NA	ENSG00000120616.16	protein_coding	EPC1	2	HGNC:19876	OTTHUMG00000017925.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	32446140	32882874	436735	+	HAVANA	gene	NA	NA	ENSG00000216937.13	protein_coding	CCDC7	2	HGNC:26533	OTTHUMG00000150517.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	32887273	33005792	118520	-	HAVANA	gene	NA	NA	ENSG00000150093.20	protein_coding	ITGB1	1	HGNC:6153	OTTHUMG00000017928.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	33177492	33336262	158771	-	HAVANA	gene	NA	NA	ENSG00000099250.18	protein_coding	NRP1	2	HGNC:8004	OTTHUMG00000019343.8	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	33684755	33709868	25114	+	HAVANA	gene	NA	NA	ENSG00000203565.3	lncRNA	RP13-259N13.2	2	NA	OTTHUMG00000017940.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	34109560	34815325	705766	-	HAVANA	gene	NA	NA	ENSG00000148498.16	protein_coding	PARD3	2	HGNC:16051	OTTHUMG00000017948.2	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	35008551	35090642	82092	-	HAVANA	gene	NA	NA	ENSG00000108094.16	protein_coding	CUL2	2	HGNC:2552	OTTHUMG00000017950.5	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	35126791	35212958	86168	+	HAVANA	gene	NA	NA	ENSG00000095794.19	protein_coding	CREM	1	HGNC:2352	OTTHUMG00000017953.29	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	35247025	35572669	325645	+	HAVANA	gene	NA	NA	ENSG00000108100.18	protein_coding	CCNY	1	HGNC:23354	OTTHUMG00000017955.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	35314552	35336401	21850	-	HAVANA	gene	NA	NA	ENSG00000271335.6	lncRNA	CCNY-AS1	2	HGNC:55252	OTTHUMG00000185120.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	35604485	35608153	3669	-	HAVANA	gene	NA	NA	ENSG00000273312.2	lncRNA	RP11-425A6.5	2	NA	OTTHUMG00000186092.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	35638247	35642296	4050	-	HAVANA	gene	NA	NA	ENSG00000177283.8	protein_coding	FZD8	2	HGNC:4046	OTTHUMG00000017956.2	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	37776526	37858106	81581	-	HAVANA	gene	NA	NA	ENSG00000198105.16	protein_coding	ZNF248	2	HGNC:13041	OTTHUMG00000017980.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	37949573	37976647	27075	-	HAVANA	gene	NA	NA	ENSG00000175395.16	protein_coding	ZNF25	2	HGNC:13043	OTTHUMG00000019344.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	38010650	38065088	54439	+	HAVANA	gene	NA	NA	ENSG00000189180.16	protein_coding	ZNF33A	1	HGNC:13096	OTTHUMG00000017983.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	38094334	38150293	55960	+	HAVANA	gene	NA	NA	ENSG00000075407.18	protein_coding	ZNF37A	2	HGNC:13102	OTTHUMG00000192066.2	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	38137337	38144399	7063	+	HAVANA	gene	NA	NA	ENSG00000272983.1	lncRNA	RP11-508N22.12	2	NA	OTTHUMG00000186215.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	38356380	38378505	22126	+	HAVANA	gene	NA	NA	ENSG00000099251.14	transcribed_unprocessed_pseudogene	HSD17B7P2	2	HGNC:28120	OTTHUMG00000017993.2	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	38403189	38452153	48965	+	HAVANA	gene	NA	NA	ENSG00000276805.2	transcribed_unprocessed_pseudogene	RP11-291L22.9	2	NA	OTTHUMG00000191561.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	42331866	42367974	36109	-	HAVANA	gene	NA	NA	ENSG00000215146.5	transcribed_unprocessed_pseudogene	RP11-313J2.1	2	NA	OTTHUMG00000018008.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	42475480	42495337	19858	+	HAVANA	gene	NA	NA	ENSG00000185904.12	lncRNA	LINC00839	2	HGNC:28269	OTTHUMG00000018010.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	42513510	42552822	39313	-	HAVANA	gene	NA	NA	ENSG00000234420.7	transcribed_processed_pseudogene	ZNF37BP	1	HGNC:13103	OTTHUMG00000018011.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	42574185	42638570	64386	-	HAVANA	gene	NA	NA	ENSG00000196693.15	protein_coding	ZNF33B	2	HGNC:13097	OTTHUMG00000018014.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	42638314	42645542	7229	+	HAVANA	gene	NA	NA	ENSG00000285884.1	lncRNA	AL022345.12	2	NA	OTTHUMG00000193271.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	42782795	42834937	52143	+	HAVANA	gene	NA	NA	ENSG00000165733.8	protein_coding	BMS1	2	HGNC:23505	OTTHUMG00000018020.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	43077064	43130351	53288	+	HAVANA	gene	NA	NA	ENSG00000165731.21	protein_coding	RET	2	HGNC:9967	OTTHUMG00000018024.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	43138445	43185302	46858	+	HAVANA	gene	NA	NA	ENSG00000169826.8	protein_coding	CSGALNACT2	2	HGNC:24292	OTTHUMG00000018023.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	43194535	43267065	72531	-	HAVANA	gene	NA	NA	ENSG00000198915.12	protein_coding	RASGEF1A	2	HGNC:24246	OTTHUMG00000018025.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	43385617	43409186	23570	-	HAVANA	gene	NA	NA	ENSG00000169813.17	protein_coding	HNRNPF	2	HGNC:5039	OTTHUMG00000018029.3	NA	NA	NA	NA	retrogene	NA	NA	NA	NA	NA	NA
chr10	43420738	43422100	1363	+	HAVANA	gene	NA	NA	ENSG00000230555.2	lncRNA	RP11-517P14.2	2	NA	OTTHUMG00000018028.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	43436841	43483181	46341	+	HAVANA	gene	NA	NA	ENSG00000243660.11	protein_coding	ZNF487	1	HGNC:23488	OTTHUMG00000185507.5	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	43523256	43525217	1962	+	HAVANA	gene	NA	NA	ENSG00000236114.1	unprocessed_pseudogene	RP11-517P14.7	2	NA	OTTHUMG00000018032.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	43556344	43574618	18275	-	HAVANA	gene	NA	NA	ENSG00000196793.14	protein_coding	ZNF239	2	HGNC:13031	OTTHUMG00000018033.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	43606419	43617904	11486	+	HAVANA	gene	NA	NA	ENSG00000198298.13	protein_coding	ZNF485	2	HGNC:23440	OTTHUMG00000018040.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	43643860	43648881	5022	-	HAVANA	gene	NA	NA	ENSG00000169740.14	protein_coding	ZNF32	2	HGNC:13095	OTTHUMG00000018043.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	44370165	44386493	16329	-	HAVANA	gene	NA	NA	ENSG00000107562.16	protein_coding	CXCL12	1	HGNC:10672	OTTHUMG00000018054.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	44793119	44959709	166591	-	HAVANA	gene	NA	NA	ENSG00000224812.3	lncRNA	TMEM72-AS1	2	HGNC:27349	OTTHUMG00000018062.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	44959407	44995891	36485	+	HAVANA	gene	NA	NA	ENSG00000107551.21	protein_coding	RASSF4	2	HGNC:20793	OTTHUMG00000018060.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	44970981	44978809	7829	-	HAVANA	gene	NA	NA	ENSG00000165507.9	protein_coding	DEPP1	2	HGNC:23355	OTTHUMG00000018063.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	44997698	45000888	3191	-	HAVANA	gene	NA	NA	ENSG00000165511.6	lncRNA	ZNF22-AS1	2	HGNC:23509	OTTHUMG00000018066.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	45000923	45005326	4404	+	HAVANA	gene	NA	NA	ENSG00000165512.5	protein_coding	ZNF22	2	HGNC:13012	OTTHUMG00000018064.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	45374176	45446119	71944	+	HAVANA	gene	NA	NA	ENSG00000012779.11	protein_coding	ALOX5	2	HGNC:435	OTTHUMG00000018081.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	45454585	45594906	140322	-	HAVANA	gene	NA	NA	ENSG00000165406.16	protein_coding	MARCHF8	2	HGNC:23356	OTTHUMG00000019345.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	45615500	45672780	57281	-	HAVANA	gene	NA	NA	ENSG00000172671.20	protein_coding	ZFAND4	1	HGNC:23504	OTTHUMG00000018085.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	45727200	45792964	65765	+	HAVANA	gene	NA	NA	ENSG00000172661.19	protein_coding	WASHC2C	2	HGNC:23414	OTTHUMG00000018089.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	45825613	45853875	28263	-	HAVANA	gene	NA	NA	ENSG00000188234.14	protein_coding	AGAP4	2	HGNC:23459	OTTHUMG00000018088.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	45854093	45972154	118062	-	HAVANA	gene	NA	NA	ENSG00000239883.8	transcribed_unprocessed_pseudogene	PARGP1	2	HGNC:45008	OTTHUMG00000018090.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	45972489	46003742	31254	+	HAVANA	gene	NA	NA	ENSG00000265354.4	protein_coding	TIMM23	2	HGNC:17312	OTTHUMG00000188299.2	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	46005088	46030623	25536	-	HAVANA	gene	NA	NA	ENSG00000266412.6	protein_coding	NCOA4	2	HGNC:7671	OTTHUMG00000188314.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	46578217	46594173	15957	+	HAVANA	gene	NA	NA	ENSG00000204176.14	protein_coding	SYT15	2	HGNC:17167	OTTHUMG00000018103.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	46580708	46598150	17443	-	HAVANA	gene	NA	NA	ENSG00000231187.3	lncRNA	RP11-38L15.3	1	NA	OTTHUMG00000018106.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	46786674	46811989	25316	+	HAVANA	gene	NA	NA	ENSG00000204177.10	transcribed_unprocessed_pseudogene	BMS1P1	2	HGNC:23649	OTTHUMG00000018098.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	46870858	46894562	23705	+	HAVANA	gene	NA	NA	ENSG00000150175.13	unprocessed_pseudogene	FRMPD2B	2	HGNC:16843	OTTHUMG00000018093.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	46911396	47002488	91093	+	HAVANA	gene	NA	NA	ENSG00000204179.11	protein_coding	PTPN20	2	HGNC:23423	OTTHUMG00000018094.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	47300197	47313577	13381	+	HAVANA	gene	NA	NA	ENSG00000266524.3	protein_coding	GDF10	2	HGNC:4215	OTTHUMG00000188319.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	47365496	47384293	18798	-	HAVANA	gene	NA	NA	ENSG00000265763.4	protein_coding	ZNF488	2	HGNC:23535	OTTHUMG00000188322.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	47501854	47523638	21785	-	HAVANA	gene	NA	NA	ENSG00000204172.12	protein_coding	AGAP9	2	HGNC:23463	OTTHUMG00000018115.3	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	47744717	47763592	18876	-	HAVANA	gene	NA	NA	ENSG00000277758.6	protein_coding	ABC7-42404400C24.1	2	NA	OTTHUMG00000189287.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	48009873	48031640	21768	-	HAVANA	gene	NA	NA	ENSG00000265018.6	transcribed_unprocessed_pseudogene	AGAP12P	1	HGNC:23661	OTTHUMG00000018164.4	NA	NA	NA	NA	pseudo_consens	NA	NA	NA	NA	NA	NA
chr10	48153088	48274696	121609	-	HAVANA	gene	NA	NA	ENSG00000170324.21	protein_coding	FRMPD2	2	HGNC:28572	OTTHUMG00000018171.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	48306639	48439360	132722	+	HAVANA	gene	NA	NA	ENSG00000107643.16	protein_coding	MAPK8	2	HGNC:6881	OTTHUMG00000018172.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	48443836	48445820	1985	-	HAVANA	gene	NA	NA	ENSG00000279822.1	TEC	RP11-541M12.6	2	NA	OTTHUMG00000176172.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	48446036	48656265	210230	-	HAVANA	gene	NA	NA	ENSG00000128805.15	protein_coding	ARHGAP22	1	HGNC:30320	OTTHUMG00000018176.5	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	48684876	48982956	298081	+	HAVANA	gene	NA	NA	ENSG00000128815.19	protein_coding	WDFY4	2	HGNC:29323	OTTHUMG00000018180.6	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	49014236	49115522	101287	-	HAVANA	gene	NA	NA	ENSG00000165633.13	protein_coding	VSTM4	2	HGNC:26470	OTTHUMG00000018184.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	49154725	49188585	33861	-	HAVANA	gene	NA	NA	ENSG00000204161.14	protein_coding	TMEM273	2	HGNC:27274	OTTHUMG00000018188.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	49454168	49539538	85371	-	HAVANA	gene	NA	NA	ENSG00000225830.16	protein_coding	ERCC6	2	HGNC:3438	OTTHUMG00000018195.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	49734641	49762379	27739	-	HAVANA	gene	NA	NA	ENSG00000197444.10	protein_coding	OGDHL	2	HGNC:25590	OTTHUMG00000018200.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	49818279	49970203	151925	-	HAVANA	gene	NA	NA	ENSG00000227345.9	protein_coding	PARG	2	HGNC:8605	OTTHUMG00000018201.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	49942049	49974850	32802	+	HAVANA	gene	NA	NA	ENSG00000204152.14	protein_coding	TIMM23B	2	HGNC:23581	OTTHUMG00000018213.4	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	50067888	50133509	65622	+	HAVANA	gene	NA	NA	ENSG00000099290.17	protein_coding	WASHC2A	2	HGNC:23416	OTTHUMG00000018225.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	50182778	50279720	96943	-	HAVANA	gene	NA	NA	ENSG00000188611.17	protein_coding	ASAH2	2	HGNC:18860	OTTHUMG00000018223.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	50305586	50625163	319578	-	HAVANA	gene	NA	NA	ENSG00000198964.14	protein_coding	SGMS1	2	HGNC:29799	OTTHUMG00000018231.8	NA	NA	NA	NA	overlapping_locus	NA	NA	NA	NA	NA	NA
chr10	50623466	50641451	17986	+	HAVANA	gene	NA	NA	ENSG00000226200.7	lncRNA	SGMS1-AS1	2	HGNC:49683	OTTHUMG00000018230.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	50739318	50816495	77178	+	HAVANA	gene	NA	NA	ENSG00000204147.11	protein_coding	ASAH2B	2	HGNC:23456	OTTHUMG00000018239.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	50990888	52298423	1307536	+	HAVANA	gene	NA	NA	ENSG00000185532.20	protein_coding	PRKG1	1	HGNC:9414	OTTHUMG00000018248.15	NA	NA	NA	NA	ncRNA_host	NA	NA	NA	NA	NA	NA
chr10	51695486	51699595	4110	-	HAVANA	gene	NA	NA	ENSG00000177613.9	protein_coding	CSTF2T	2	HGNC:17086	OTTHUMG00000018246.2	NA	NA	NA	NA	retrogene	NA	NA	NA	NA	NA	NA
