variable	gene	gene_id	seqnames	logFC	CI.L	CI.R	P.Value	adj.P.Val
Biological oxidations	NAA80	ENSG00000243477.6	chr3	-0.284826786703243	-0.474257288317912	-0.0953962850885739	0.00326982247473249	0.0154929030680267
organic acid catabolic process	SEM1	ENSG00000127922.9	chr7	-0.283137871473043	-0.377559244322968	-0.188716498623118	6.42831894063766e-09	7.23594028056063e-07
microtubule-based movement	TUBA1A	ENSG00000167552.15	chr12	-0.28287560948181	-0.398374474169574	-0.167376744794045	1.90642111152751e-06	5.3330908530167e-05
estrous cycle	TUBA1A	ENSG00000167552.15	chr12	-0.28287560948181	-0.398374474169574	-0.167376744794045	1.90642111152751e-06	5.3330908530167e-05
NABA MATRISOME ASSOCIATED	CTSO	ENSG00000256043.5	chr4	-0.282537884308693	-0.501489618799389	-0.0635861498179982	0.0115200289339095	0.0401730473249463
response to toxic substance	F7	ENSG00000057593.14	chr13	-0.282317768870894	-0.490689160014255	-0.073946377727533	0.00800106120917313	0.0304641747999201
NABA MATRISOME ASSOCIATED	F7	ENSG00000057593.14	chr13	-0.282317768870894	-0.490689160014255	-0.073946377727533	0.00800106120917313	0.0304641747999201
estrous cycle	F7	ENSG00000057593.14	chr13	-0.282317768870894	-0.490689160014255	-0.073946377727533	0.00800106120917313	0.0304641747999201
organic acid catabolic process	ALDH4A1	ENSG00000159423.17	chr1	-0.281626922541032	-0.454086822938835	-0.10916702214323	0.00141163393574059	0.00821551256077505
acyl-CoA metabolic process	ALDH4A1	ENSG00000159423.17	chr1	-0.281626922541032	-0.454086822938835	-0.10916702214323	0.00141163393574059	0.00821551256077505
Glyoxylate metabolism and glycine degradation	ALDH4A1	ENSG00000159423.17	chr1	-0.281626922541032	-0.454086822938835	-0.10916702214323	0.00141163393574059	0.00821551256077505
Valine, leucine and isoleucine degradation	ALDH4A1	ENSG00000159423.17	chr1	-0.281626922541032	-0.454086822938835	-0.10916702214323	0.00141163393574059	0.00821551256077505
cellular modified amino acid metabolic process	ALDH4A1	ENSG00000159423.17	chr1	-0.281626922541032	-0.454086822938835	-0.10916702214323	0.00141163393574059	0.00821551256077505
microtubule-based movement	SPEF1	ENSG00000101222.12	chr20	-0.28046455542491	-0.454816872459942	-0.106112238389878	0.00166103976204267	0.00927501060828788
alcohol metabolic process	TM7SF2	ENSG00000149809.17	chr11	-0.28044228982224	-0.417023039704659	-0.143861539939821	6.22185815314239e-05	0.000777485587542013
monocarboxylic acid metabolic process	TM7SF2	ENSG00000149809.17	chr11	-0.28044228982224	-0.417023039704659	-0.143861539939821	6.22185815314239e-05	0.000777485587542013
steroid hormone biosynthetic process	TM7SF2	ENSG00000149809.17	chr11	-0.28044228982224	-0.417023039704659	-0.143861539939821	6.22185815314239e-05	0.000777485587542013
acyl-CoA metabolic process	FABP5	ENSG00000164687.11	chr8	-0.280039969679449	-0.443213825085267	-0.116866114273631	0.000798083154839491	0.00539314651885926
steroid hormone biosynthetic process	FABP5	ENSG00000164687.11	chr8	-0.280039969679449	-0.443213825085267	-0.116866114273631	0.000798083154839491	0.00539314651885926
monocarboxylic acid metabolic process	FABP5	ENSG00000164687.11	chr8	-0.280039969679449	-0.443213825085267	-0.116866114273631	0.000798083154839491	0.00539314651885926
Carbon metabolism	FABP5	ENSG00000164687.11	chr8	-0.280039969679449	-0.443213825085267	-0.116866114273631	0.000798083154839491	0.00539314651885926
carboxylic acid transport	FABP5	ENSG00000164687.11	chr8	-0.280039969679449	-0.443213825085267	-0.116866114273631	0.000798083154839491	0.00539314651885926
monocarboxylic acid metabolic process	ALDOC	ENSG00000109107.14	chr17	-0.279825033286219	-0.413955190281034	-0.145694876291403	4.750795572282e-05	0.000632087557238983
Valine, leucine and isoleucine degradation	ALDOC	ENSG00000109107.14	chr17	-0.279825033286219	-0.413955190281034	-0.145694876291403	4.750795572282e-05	0.000632087557238983
Carbon metabolism	ALDOC	ENSG00000109107.14	chr17	-0.279825033286219	-0.413955190281034	-0.145694876291403	4.750795572282e-05	0.000632087557238983
Cysteine and methionine metabolism	ALDOC	ENSG00000109107.14	chr17	-0.279825033286219	-0.413955190281034	-0.145694876291403	4.750795572282e-05	0.000632087557238983
response to toxic substance	AQP4	ENSG00000171885.18	chr18	-0.278811410205709	-0.460129241494131	-0.0974935789172863	0.00263514147205886	0.0131738496645086
microtubule-based movement	AQP4	ENSG00000171885.18	chr18	-0.278811410205709	-0.460129241494131	-0.0974935789172863	0.00263514147205886	0.0131738496645086
Glycine, serine and threonine metabolism	SDSL	ENSG00000139410.15	chr12	-0.276927250538987	-0.471658852971628	-0.0821956481063456	0.00538945427371451	0.0226149792793174
organic acid catabolic process	SDSL	ENSG00000139410.15	chr12	-0.276927250538987	-0.471658852971628	-0.0821956481063456	0.00538945427371451	0.0226149792793174
Carbon metabolism	SDSL	ENSG00000139410.15	chr12	-0.276927250538987	-0.471658852971628	-0.0821956481063456	0.00538945427371451	0.0226149792793174
Cysteine and methionine metabolism	SDSL	ENSG00000139410.15	chr12	-0.276927250538987	-0.471658852971628	-0.0821956481063456	0.00538945427371451	0.0226149792793174
monocarboxylic acid metabolic process	SDSL	ENSG00000139410.15	chr12	-0.276927250538987	-0.471658852971628	-0.0821956481063456	0.00538945427371451	0.0226149792793174
carboxylic acid transport	SLC6A1	ENSG00000157103.12	chr3	-0.276556874972917	-0.419897582431108	-0.133216167514725	0.000166271494479645	0.00166895159674792
response to toxic substance	SLC6A1	ENSG00000157103.12	chr3	-0.276556874972917	-0.419897582431108	-0.133216167514725	0.000166271494479645	0.00166895159674792
Biological oxidations	MTR	ENSG00000116984.15	chr1	-0.276396486425079	-0.388377802715284	-0.164415170134873	1.59059961890892e-06	4.62284311372646e-05
organic acid catabolic process	MTR	ENSG00000116984.15	chr1	-0.276396486425079	-0.388377802715284	-0.164415170134873	1.59059961890892e-06	4.62284311372646e-05
Cysteine and methionine metabolism	MTR	ENSG00000116984.15	chr1	-0.276396486425079	-0.388377802715284	-0.164415170134873	1.59059961890892e-06	4.62284311372646e-05
Trans-sulfuration, one-carbon metabolism and related pathways	MTR	ENSG00000116984.15	chr1	-0.276396486425079	-0.388377802715284	-0.164415170134873	1.59059961890892e-06	4.62284311372646e-05
cellular modified amino acid metabolic process	MTR	ENSG00000116984.15	chr1	-0.276396486425079	-0.388377802715284	-0.164415170134873	1.59059961890892e-06	4.62284311372646e-05
response to toxic substance	MTR	ENSG00000116984.15	chr1	-0.276396486425079	-0.388377802715284	-0.164415170134873	1.59059961890892e-06	4.62284311372646e-05
acyl-CoA metabolic process	MTR	ENSG00000116984.15	chr1	-0.276396486425079	-0.388377802715284	-0.164415170134873	1.59059961890892e-06	4.62284311372646e-05
monocarboxylic acid metabolic process	MTR	ENSG00000116984.15	chr1	-0.276396486425079	-0.388377802715284	-0.164415170134873	1.59059961890892e-06	4.62284311372646e-05
microtubule-based movement	KIF20B	ENSG00000138182.15	chr10	-0.276350867955222	-0.489615850452328	-0.0630858854581152	0.0111797582490471	0.0391512373447493
Valine, leucine and isoleucine degradation	KYAT3	ENSG00000137944.18	chr1	-0.276190532607031	-0.448354174911692	-0.10402689030237	0.00170987165434177	0.0094451273071074
cellular modified amino acid metabolic process	KYAT3	ENSG00000137944.18	chr1	-0.276190532607031	-0.448354174911692	-0.10402689030237	0.00170987165434177	0.0094451273071074
organic acid catabolic process	KYAT3	ENSG00000137944.18	chr1	-0.276190532607031	-0.448354174911692	-0.10402689030237	0.00170987165434177	0.0094451273071074
Cysteine and methionine metabolism	KYAT3	ENSG00000137944.18	chr1	-0.276190532607031	-0.448354174911692	-0.10402689030237	0.00170987165434177	0.0094451273071074
acyl-CoA metabolic process	APOBEC3G	ENSG00000239713.9	chr22	-0.276188273604037	-0.488933110087247	-0.0634434371208273	0.0110311349054987	0.0387743708462672
organic acid catabolic process	APOBEC3G	ENSG00000239713.9	chr22	-0.276188273604037	-0.488933110087247	-0.0634434371208273	0.0110311349054987	0.0387743708462672
NABA MATRISOME ASSOCIATED	PIK3IP1	ENSG00000100100.13	chr22	-0.275949220988046	-0.434268076335402	-0.117630365640691	0.000660877890413963	0.00469248655321274
monocarboxylic acid metabolic process	PRTFDC1	ENSG00000099256.19	chr10	-0.275658936094891	-0.388323618239841	-0.162994253949942	1.9510022084402e-06	5.44705990596601e-05
acyl-CoA metabolic process	PRTFDC1	ENSG00000099256.19	chr10	-0.275658936094891	-0.388323618239841	-0.162994253949942	1.9510022084402e-06	5.44705990596601e-05
Trans-sulfuration, one-carbon metabolism and related pathways	ALDH2	ENSG00000111275.13	chr12	-0.275192945347948	-0.380291073462863	-0.170094817233033	3.66438817958063e-07	1.5020814321096e-05
Carbon metabolism	ALDH2	ENSG00000111275.13	chr12	-0.275192945347948	-0.380291073462863	-0.170094817233033	3.66438817958063e-07	1.5020814321096e-05
alcohol metabolic process	ALDH2	ENSG00000111275.13	chr12	-0.275192945347948	-0.380291073462863	-0.170094817233033	3.66438817958063e-07	1.5020814321096e-05
organic acid catabolic process	ALDH2	ENSG00000111275.13	chr12	-0.275192945347948	-0.380291073462863	-0.170094817233033	3.66438817958063e-07	1.5020814321096e-05
Valine, leucine and isoleucine degradation	ALDH2	ENSG00000111275.13	chr12	-0.275192945347948	-0.380291073462863	-0.170094817233033	3.66438817958063e-07	1.5020814321096e-05
Biological oxidations	ALDH2	ENSG00000111275.13	chr12	-0.275192945347948	-0.380291073462863	-0.170094817233033	3.66438817958063e-07	1.5020814321096e-05
response to toxic substance	PTK6	ENSG00000101213.7	chr20	-0.275039896042705	-0.486996253265765	-0.0630835388196447	0.0110673637074719	0.0388631887752102
organic acid catabolic process	LIPT2	ENSG00000175536.7	chr11	-0.274538499526139	-0.478265510404579	-0.0708114886476994	0.00834402344754527	0.0314910283545861
Glyoxylate metabolism and glycine degradation	LIPT2	ENSG00000175536.7	chr11	-0.274538499526139	-0.478265510404579	-0.0708114886476994	0.00834402344754527	0.0314910283545861
microtubule-based movement	IFT52	ENSG00000101052.13	chr20	-0.271072977495178	-0.38578131423388	-0.156364640756477	4.25042478706525e-06	9.95953106529853e-05
NABA MATRISOME ASSOCIATED	CRHBP	ENSG00000145708.11	chr5	-0.271050944928031	-0.479867887998812	-0.0622340018572498	0.0110423585009271	0.0388042048113602
steroid hormone biosynthetic process	CRHBP	ENSG00000145708.11	chr5	-0.271050944928031	-0.479867887998812	-0.0622340018572498	0.0110423585009271	0.0388042048113602
alcohol metabolic process	PLPP3	ENSG00000162407.9	chr1	-0.269280299314943	-0.449407922593175	-0.089152676036711	0.00345171516957381	0.0161569888614077
monocarboxylic acid catabolic process	PLPP3	ENSG00000162407.9	chr1	-0.269280299314943	-0.449407922593175	-0.089152676036711	0.00345171516957381	0.0161569888614077
acyl-CoA metabolic process	PLPP3	ENSG00000162407.9	chr1	-0.269280299314943	-0.449407922593175	-0.089152676036711	0.00345171516957381	0.0161569888614077
steroid hormone biosynthetic process	PLPP3	ENSG00000162407.9	chr1	-0.269280299314943	-0.449407922593175	-0.089152676036711	0.00345171516957381	0.0161569888614077
monocarboxylic acid metabolic process	PLPP3	ENSG00000162407.9	chr1	-0.269280299314943	-0.449407922593175	-0.089152676036711	0.00345171516957381	0.0161569888614077
NABA MATRISOME ASSOCIATED	HTRA1	ENSG00000166033.13	chr10	-0.269076133533352	-0.374929785401504	-0.163222481665199	7.80964780552879e-07	2.68851978304871e-05
NABA MATRISOME ASSOCIATED	FGFBP3	ENSG00000174721.10	chr10	-0.266996901110712	-0.385630897292157	-0.148362904929266	1.16941127152843e-05	0.000215679584708553
carboxylic acid transport	FGFBP3	ENSG00000174721.10	chr10	-0.266996901110712	-0.385630897292157	-0.148362904929266	1.16941127152843e-05	0.000215679584708553
Glycine, serine and threonine metabolism	GCSH	ENSG00000140905.11	chr16	-0.264882209237502	-0.404308221953506	-0.125456196521498	0.000208593022789531	0.00198555358538518
Carbon metabolism	GCSH	ENSG00000140905.11	chr16	-0.264882209237502	-0.404308221953506	-0.125456196521498	0.000208593022789531	0.00198555358538518
organic acid catabolic process	GCSH	ENSG00000140905.11	chr16	-0.264882209237502	-0.404308221953506	-0.125456196521498	0.000208593022789531	0.00198555358538518
Glyoxylate metabolism and glycine degradation	GCSH	ENSG00000140905.11	chr16	-0.264882209237502	-0.404308221953506	-0.125456196521498	0.000208593022789531	0.00198555358538518
Cysteine and methionine metabolism	GCSH	ENSG00000140905.11	chr16	-0.264882209237502	-0.404308221953506	-0.125456196521498	0.000208593022789531	0.00198555358538518
alcohol metabolic process	CYP7B1	ENSG00000172817.4	chr8	-0.264187467032244	-0.417487499333804	-0.110887434730684	0.000759183570732859	0.00520217040124335
steroid hormone biosynthetic process	CYP7B1	ENSG00000172817.4	chr8	-0.264187467032244	-0.417487499333804	-0.110887434730684	0.000759183570732859	0.00520217040124335
monocarboxylic acid metabolic process	CYP7B1	ENSG00000172817.4	chr8	-0.264187467032244	-0.417487499333804	-0.110887434730684	0.000759183570732859	0.00520217040124335
Biological oxidations	CYP7B1	ENSG00000172817.4	chr8	-0.264187467032244	-0.417487499333804	-0.110887434730684	0.000759183570732859	0.00520217040124335
Carbon metabolism	PPP1R2	ENSG00000184203.8	chr3	-0.262797645158525	-0.404302476483955	-0.121292813833094	0.000287797537293027	0.00252580960395143
Carbon metabolism	GLB1L	ENSG00000163521.16	chr2	-0.262445692551468	-0.403539924382508	-0.121351460720427	0.000281598237665582	0.00248780543808808
monocarboxylic acid metabolic process	GLB1L	ENSG00000163521.16	chr2	-0.262445692551468	-0.403539924382508	-0.121351460720427	0.000281598237665582	0.00248780543808808
microtubule-based movement	CFAP221	ENSG00000163075.13	chr2	-0.261216849969311	-0.402879110050908	-0.119554589887714	0.000317603765155875	0.00271851188968363
steroid hormone biosynthetic process	PPT1	ENSG00000131238.18	chr1	-0.260843513601808	-0.361618995132623	-0.160068032070993	4.9457674904585e-07	1.86558032758439e-05
acyl-CoA metabolic process	PPT1	ENSG00000131238.18	chr1	-0.260843513601808	-0.361618995132623	-0.160068032070993	4.9457674904585e-07	1.86558032758439e-05
monocarboxylic acid catabolic process	PPT1	ENSG00000131238.18	chr1	-0.260843513601808	-0.361618995132623	-0.160068032070993	4.9457674904585e-07	1.86558032758439e-05
monocarboxylic acid metabolic process	PPT1	ENSG00000131238.18	chr1	-0.260843513601808	-0.361618995132623	-0.160068032070993	4.9457674904585e-07	1.86558032758439e-05
monocarboxylic acid catabolic process	PEX7	ENSG00000112357.14	chr6	-0.260517132104155	-0.416190753473083	-0.104843510735228	0.00107274933757773	0.00673817708364259
monocarboxylic acid metabolic process	PEX7	ENSG00000112357.14	chr6	-0.260517132104155	-0.416190753473083	-0.104843510735228	0.00107274933757773	0.00673817708364259
organic acid catabolic process	PEX7	ENSG00000112357.14	chr6	-0.260517132104155	-0.416190753473083	-0.104843510735228	0.00107274933757773	0.00673817708364259
steroid hormone biosynthetic process	PEX7	ENSG00000112357.14	chr6	-0.260517132104155	-0.416190753473083	-0.104843510735228	0.00107274933757773	0.00673817708364259
organic acid catabolic process	ACAA2	ENSG00000167315.18	chr18	-0.260498293815065	-0.34178943168815	-0.17920715594198	5.94839940181547e-10	1.17175206549929e-07
alcohol metabolic process	ACAA2	ENSG00000167315.18	chr18	-0.260498293815065	-0.34178943168815	-0.17920715594198	5.94839940181547e-10	1.17175206549929e-07
Valine, leucine and isoleucine degradation	ACAA2	ENSG00000167315.18	chr18	-0.260498293815065	-0.34178943168815	-0.17920715594198	5.94839940181547e-10	1.17175206549929e-07
acyl-CoA metabolic process	ACAA2	ENSG00000167315.18	chr18	-0.260498293815065	-0.34178943168815	-0.17920715594198	5.94839940181547e-10	1.17175206549929e-07
steroid hormone biosynthetic process	ACAA2	ENSG00000167315.18	chr18	-0.260498293815065	-0.34178943168815	-0.17920715594198	5.94839940181547e-10	1.17175206549929e-07
monocarboxylic acid metabolic process	ACAA2	ENSG00000167315.18	chr18	-0.260498293815065	-0.34178943168815	-0.17920715594198	5.94839940181547e-10	1.17175206549929e-07
monocarboxylic acid catabolic process	ACAA2	ENSG00000167315.18	chr18	-0.260498293815065	-0.34178943168815	-0.17920715594198	5.94839940181547e-10	1.17175206549929e-07
Biological oxidations	GSS	ENSG00000100983.12	chr20	-0.2586683761572	-0.354391272409687	-0.162945479904713	1.56412307399508e-07	8.18596219869824e-06
Trans-sulfuration, one-carbon metabolism and related pathways	GSS	ENSG00000100983.12	chr20	-0.2586683761572	-0.354391272409687	-0.162945479904713	1.56412307399508e-07	8.18596219869824e-06
Cysteine and methionine metabolism	GSS	ENSG00000100983.12	chr20	-0.2586683761572	-0.354391272409687	-0.162945479904713	1.56412307399508e-07	8.18596219869824e-06
organic acid catabolic process	GSS	ENSG00000100983.12	chr20	-0.2586683761572	-0.354391272409687	-0.162945479904713	1.56412307399508e-07	8.18596219869824e-06
acyl-CoA metabolic process	GSS	ENSG00000100983.12	chr20	-0.2586683761572	-0.354391272409687	-0.162945479904713	1.56412307399508e-07	8.18596219869824e-06
NABA MATRISOME ASSOCIATED	S100A16	ENSG00000188643.11	chr1	-0.258233204147104	-0.374900511525297	-0.141565896768911	1.61851913747242e-05	0.000278585642315185
Trans-sulfuration, one-carbon metabolism and related pathways	PCBD2	ENSG00000132570.15	chr5	-0.257390474753411	-0.363276433994465	-0.151504515512356	2.26643228037185e-06	6.13890114302975e-05
tyrosine metabolic process	PCBD2	ENSG00000132570.15	chr5	-0.257390474753411	-0.363276433994465	-0.151504515512356	2.26643228037185e-06	6.13890114302975e-05
Cysteine and methionine metabolism	PCBD2	ENSG00000132570.15	chr5	-0.257390474753411	-0.363276433994465	-0.151504515512356	2.26643228037185e-06	6.13890114302975e-05
alcohol metabolic process	PCBD2	ENSG00000132570.15	chr5	-0.257390474753411	-0.363276433994465	-0.151504515512356	2.26643228037185e-06	6.13890114302975e-05
organic acid catabolic process	PCBD2	ENSG00000132570.15	chr5	-0.257390474753411	-0.363276433994465	-0.151504515512356	2.26643228037185e-06	6.13890114302975e-05
monocarboxylic acid metabolic process	PCBD2	ENSG00000132570.15	chr5	-0.257390474753411	-0.363276433994465	-0.151504515512356	2.26643228037185e-06	6.13890114302975e-05
monocarboxylic acid metabolic process	CES2	ENSG00000172831.14	chr16	-0.25676000429347	-0.35582248701644	-0.157697521570501	4.77513526006756e-07	1.8205844998263e-05
Biological oxidations	CES2	ENSG00000172831.14	chr16	-0.25676000429347	-0.35582248701644	-0.157697521570501	4.77513526006756e-07	1.8205844998263e-05
organic acid catabolic process	DECR1	ENSG00000104325.7	chr8	-0.255841162006613	-0.352878085259825	-0.158804238753401	3.05509085401813e-07	1.3130410176527e-05
monocarboxylic acid metabolic process	DECR1	ENSG00000104325.7	chr8	-0.255841162006613	-0.352878085259825	-0.158804238753401	3.05509085401813e-07	1.3130410176527e-05
monocarboxylic acid catabolic process	DECR1	ENSG00000104325.7	chr8	-0.255841162006613	-0.352878085259825	-0.158804238753401	3.05509085401813e-07	1.3130410176527e-05
organic acid catabolic process	BDH2	ENSG00000164039.15	chr4	-0.255052230447552	-0.37607974517744	-0.134024715717664	3.986308731907e-05	0.000557022825070314
monocarboxylic acid metabolic process	BDH2	ENSG00000164039.15	chr4	-0.255052230447552	-0.37607974517744	-0.134024715717664	3.986308731907e-05	0.000557022825070314
acyl-CoA metabolic process	BDH2	ENSG00000164039.15	chr4	-0.255052230447552	-0.37607974517744	-0.134024715717664	3.986308731907e-05	0.000557022825070314
monocarboxylic acid catabolic process	BDH2	ENSG00000164039.15	chr4	-0.255052230447552	-0.37607974517744	-0.134024715717664	3.986308731907e-05	0.000557022825070314
acyl-CoA metabolic process	AIG1	ENSG00000146416.19	chr6	-0.254732029278568	-0.32356356741088	-0.185900491146255	1.12472477665671e-12	9.96998219207634e-10
monocarboxylic acid metabolic process	AIG1	ENSG00000146416.19	chr6	-0.254732029278568	-0.32356356741088	-0.185900491146255	1.12472477665671e-12	9.96998219207634e-10
organic acid catabolic process	AIG1	ENSG00000146416.19	chr6	-0.254732029278568	-0.32356356741088	-0.185900491146255	1.12472477665671e-12	9.96998219207634e-10
monocarboxylic acid catabolic process	AIG1	ENSG00000146416.19	chr6	-0.254732029278568	-0.32356356741088	-0.185900491146255	1.12472477665671e-12	9.96998219207634e-10
carboxylic acid transport	SLC35C2	ENSG00000080189.15	chr20	-0.254539454713973	-0.361888289778799	-0.147190619649146	3.9493106537694e-06	9.41396184914478e-05
organic acid catabolic process	TST	ENSG00000128311.14	chr22	-0.252789811528308	-0.397094774210789	-0.108484848845828	0.000620933946370524	0.00448178430604231
acyl-CoA metabolic process	TST	ENSG00000128311.14	chr22	-0.252789811528308	-0.397094774210789	-0.108484848845828	0.000620933946370524	0.00448178430604231
Cysteine and methionine metabolism	TST	ENSG00000128311.14	chr22	-0.252789811528308	-0.397094774210789	-0.108484848845828	0.000620933946370524	0.00448178430604231
microtubule-based movement	DNAH1	ENSG00000114841.18	chr3	-0.252308747022848	-0.386582235738339	-0.118035258307357	0.000244129521292664	0.00224207559367102
NABA MATRISOME ASSOCIATED	SCUBE2	ENSG00000175356.14	chr11	-0.250779914322879	-0.393759268578118	-0.107800560067639	0.000611349073808676	0.00443064073266656
microtubule-based movement	TMEM231	ENSG00000205084.11	chr16	-0.250170774739926	-0.357538267358777	-0.142803282121075	5.74939101722056e-06	0.000124304287800669
